run_id,holdout_generator,model,candidate_order,C,gamma,layer,train_segments,val_segments,val_segment_auc,val_segment_eer,track_roc_auc,track_eer,val_track_macro_f1,fit_seconds,val_inference_seconds,warnings
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,6,1.0,0.01,,6352,1409,0.9369853586768231,0.14878621769772904,0.977840909090909,0.1045454545454545,0.7719322560079829,1.1505619999952614,0.3852597919758409,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,7,1.0,0.1,,6352,1409,0.8654101706176882,0.20454545454545456,0.8956095041322314,0.17045454545454541,0.6866868763420487,1.9128953750478104,0.7389015830121934,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,8,10.0,scale,,6352,1409,0.9490460596568662,0.13547376664056388,0.9860020661157024,0.06818181818181818,0.8371782455782659,0.6330544160446152,0.20639395900070667,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,9,10.0,0.001,,6352,1409,0.9387769630526092,0.13234142521534842,0.9742768595041322,0.05909090909090908,0.8524498827882725,0.5378628330072388,0.16945895901881158,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,10,10.0,0.01,,6352,1409,0.9405092427801904,0.15151515151515152,0.9840392561983471,0.06818181818181823,0.8371782455782659,1.4958109579747543,0.5590701249893755,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,11,10.0,0.1,,6352,1409,0.8654131368500985,0.20454545454545456,0.8956353305785124,0.17045454545454541,0.6866868763420487,2.0322587919654325,0.6945035830140114,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,12,100.0,scale,,6352,1409,0.9490401271920458,0.13625685199686766,0.9862086776859503,0.06818181818181818,0.8371782455782659,0.734459292027168,0.22860529203899205,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,13,100.0,0.001,,6352,1409,0.9392634251678887,0.13636363636363635,0.9759814049586776,0.07727272727272727,0.8227474735477229,0.48427449993323535,0.13371054199524224,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,14,100.0,0.01,,6352,1409,0.9405092427801904,0.15151515151515152,0.9840392561983471,0.06818181818181823,0.8371782455782659,1.4916302500059828,0.4163570830132812,[]
unseen_classical_mert_20260919T171142Z,musicgen,RBF-SVM,15,100.0,0.1,,6352,1409,0.8654131368500985,0.20454545454545456,0.8956353305785124,0.17045454545454541,0.6866868763420487,1.9055245409253985,0.6961319999536499,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,0,0.01,,0.0,6352,1409,0.9117545857953061,0.1893939393939394,0.9384814049586777,0.13636363636363635,0.727654059952938,0.5429997500032187,0.005193292046897113,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,1,0.1,,0.0,6352,1409,0.9233050948007878,0.15974941268598275,0.9375516528925619,0.13636363636363635,0.727654059952938,1.107234291965142,0.005214915960095823,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,2,1.0,,0.0,6352,1409,0.9238983412828362,0.15151515151515152,0.9289772727272726,0.13636363636363635,0.727654059952938,2.341862542089075,0.005707749980501831,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,3,10.0,,0.0,6352,1409,0.9121401960086377,0.1691464369616288,0.9063016528925619,0.17272727272727273,0.6790450928381964,4.768771708011627,0.01945816690567881,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,4,100.0,,0.0,6352,1409,0.9080408628176836,0.18181818181818182,0.8996384297520661,0.18181818181818182,0.6705445544554456,7.415514916996472,0.005563374958001077,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,5,0.01,,1.0,6352,1409,0.9403075389762938,0.13703993735317155,0.9573863636363636,0.11590909090909096,0.7574716346325925,0.8953376669669524,0.004837292013689876,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,6,0.1,,1.0,6352,1409,0.9382252438243041,0.15151515151515152,0.9477272727272728,0.11363636363636363,0.76029895097024,1.6546879999805242,0.0056610420579090714,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,7,1.0,,1.0,6352,1409,0.9258204598846728,0.15151515151515152,0.937396694214876,0.13636363636363635,0.727654059952938,3.406256916001439,0.0014119999250397086,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,8,10.0,,1.0,6352,1409,0.9111435419187964,0.1590909090909091,0.9265495867768595,0.13636363636363635,0.727654059952938,4.423665334004909,0.003276375005953014,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,9,100.0,,1.0,6352,1409,0.8951229206710805,0.16666666666666666,0.9211002066115703,0.13636363636363635,0.727654059952938,4.20564837497659,0.009919999982230365,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,10,0.01,,2.0,6352,1409,0.937904890723998,0.14393939393939395,0.9580061983471074,0.10681818181818181,0.7689737470167064,1.215093499980867,0.004174583009444177,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,11,0.1,,2.0,6352,1409,0.9367243302247217,0.14393939393939395,0.9511363636363637,0.11363636363636363,0.76029895097024,2.0402527500409633,0.0032702500466257334,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,12,1.0,,2.0,6352,1409,0.9301630241332669,0.15583398590446362,0.9477789256198347,0.11363636363636363,0.76029895097024,2.3307177079841495,0.010475624934770167,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,13,10.0,,2.0,6352,1409,0.9312545976602358,0.14956930305403293,0.9475723140495868,0.11363636363636363,0.76029895097024,3.082780083990656,0.002248832955956459,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,14,100.0,,2.0,6352,1409,0.9029834365582212,0.1566170712607674,0.9303202479338842,0.11363636363636363,0.76029895097024,1.7755599999800324,0.007755583035759628,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,15,0.01,,3.0,6352,1409,0.9357751358534444,0.12451057165231005,0.9539256198347107,0.11363636363636363,0.76029895097024,0.6608784580603242,0.003269792068749666,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,16,0.1,,3.0,6352,1409,0.9360005695166228,0.13636363636363635,0.9476756198347107,0.09545454545454546,0.7901444029710063,1.1998248329618946,0.0026857079938054085,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,17,1.0,,3.0,6352,1409,0.9308333926579815,0.15348472983555206,0.9431301652892562,0.11136363636363633,0.7631578947368421,1.9283515000715852,0.0026640829164534807,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,18,10.0,,3.0,6352,1409,0.9227949028262262,0.16131558339859042,0.9370351239669422,0.13636363636363635,0.727654059952938,1.8736511670285836,0.0017725840443745255,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,19,100.0,,3.0,6352,1409,0.9026571509930946,0.1738449490994518,0.9228822314049586,0.15454545454545454,0.702534601863461,1.3963647090131417,0.013885250082239509,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,20,0.01,,4.0,6352,1409,0.9518224531928525,0.09848484848484848,0.9696797520661157,0.054545454545454564,0.8666666666666667,1.3390749170212075,0.04313225008081645,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,21,0.1,,4.0,6352,1409,0.9456586222443701,0.1041503523884103,0.9605371900826447,0.08181818181818179,0.809748427672956,1.4216360000427812,0.0022052499698475003,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,22,1.0,,4.0,6352,1409,0.937376901354975,0.12059514487079093,0.9425619834710744,0.13181818181818183,0.7327812284334023,1.719714584061876,0.008676709025166929,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,23,10.0,,4.0,6352,1409,0.9323580361168459,0.11746280344557558,0.9356921487603305,0.13636363636363635,0.727654059952938,1.657254834077321,0.008864833042025566,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,24,100.0,,4.0,6352,1409,0.939954557319475,0.110415035238841,0.9411673553719008,0.11136363636363633,0.7631578947368421,1.185181666049175,0.00575845898129046,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,25,0.01,,5.0,6352,1409,0.9561294226525237,0.10728269381362565,0.9791322314049586,0.06818181818181818,0.8371782455782659,0.5865863329963759,0.009150292025879025,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,26,0.1,,5.0,6352,1409,0.9503749317766546,0.11363636363636363,0.9695247933884299,0.09318181818181814,0.7933096085409252,1.1557208340382203,0.004505916964262724,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,27,1.0,,5.0,6352,1409,0.9439263425167889,0.12121212121212122,0.9598657024793389,0.11363636363636363,0.76029895097024,1.6833889579866081,0.0027596669970080256,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,28,10.0,,5.0,6352,1409,0.9433330960347405,0.1401722787783869,0.9558884297520661,0.11363636363636363,0.76029895097024,1.3881877079838887,0.003714333986863494,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,29,100.0,,5.0,6352,1409,0.9189506656225528,0.1331245105716523,0.9397210743801654,0.13636363636363635,0.727654059952938,0.8155968750361353,0.008613000041805208,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,30,0.01,,6.0,6352,1409,0.9652772834057094,0.09090909090909091,0.9818181818181817,0.06818181818181818,0.8371782455782659,0.7209073329577222,0.004496959038078785,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,31,0.1,,6.0,6352,1409,0.9669502384850858,0.08333333333333333,0.9846590909090909,0.06818181818181818,0.8371782455782659,1.019110249937512,0.007505167042836547,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,32,1.0,,6.0,6352,1409,0.9632543129019245,0.08333333333333333,0.9806301652892562,0.09090909090909091,0.7965142944503898,1.1560169169679284,0.004240875015966594,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,33,10.0,,6.0,6352,1409,0.9581879879452315,0.09848484848484848,0.9707644628099172,0.09999999999999998,0.7839285714285714,1.1399817920755595,0.15956758300308138,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,34,100.0,,6.0,6352,1409,0.9516830402695712,0.10606060606060606,0.9694473140495867,0.09545454545454546,0.7901444029710063,1.2530479590641335,0.01669604203198105,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,35,0.01,,7.0,6352,1409,0.9678638380674403,0.09848484848484848,0.978150826446281,0.06818181818181818,0.8371782455782659,1.067246500053443,0.0032675829716026783,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,36,0.1,,7.0,6352,1409,0.9680655418713368,0.10606060606060606,0.9750516528925621,0.09090909090909091,0.7965142944503898,1.5170040410012007,0.0038883750094100833,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,37,1.0,,7.0,6352,1409,0.9626076742364916,0.10606060606060606,0.9714359504132232,0.11363636363636363,0.76029895097024,2.0751910000108182,0.007864583982154727,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,38,10.0,,7.0,6352,1409,0.961077098312807,0.11746280344557558,0.9678202479338842,0.11363636363636363,0.76029895097024,1.3697840840322897,0.006525457953102887,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,39,100.0,,7.0,6352,1409,0.9482095821171781,0.11363636363636363,0.9631198347107438,0.13636363636363635,0.727654059952938,0.9129872500197962,0.010061667067930102,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,40,0.01,,8.0,6352,1409,0.965995111648988,0.07830853563038376,0.9763429752066116,0.0636363636363636,0.8447032034363194,0.8889795419527218,0.005217624944634736,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,41,0.1,,8.0,6352,1409,0.963420421916898,0.09848484848484848,0.9711260330578512,0.09090909090909091,0.7965142944503898,1.3777256249450147,0.0044241249561309814,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,42,1.0,,8.0,6352,1409,0.9536259224982796,0.12607674236491773,0.9554752066115703,0.11590909090909096,0.7574716346325925,1.855360958026722,0.0045120419235900044,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,43,10.0,,8.0,6352,1409,0.9497816852946062,0.12121212121212122,0.9557334710743801,0.11818181818181817,0.7546752034146992,1.3704685419797897,0.012995125027373433,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,44,100.0,,8.0,6352,1409,0.9366056809283121,0.11354737666405634,0.9575413223140496,0.11363636363636363,0.76029895097024,0.9813009590143338,0.0034958330215886235,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,45,0.01,,9.0,6352,1409,0.9713639923115256,0.08927173061863747,0.9824380165289255,0.04772727272727273,0.8791668023489314,0.746814249898307,0.008309708093293011,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,46,0.1,,9.0,6352,1409,0.9661908829880638,0.09090909090909091,0.9739669421487602,0.06818181818181818,0.8371782455782659,1.1923657499719411,0.0089267089497298,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,47,1.0,,9.0,6352,1409,0.9546344415177619,0.09848484848484848,0.9631714876033057,0.07045454545454544,0.8334952242188765,1.9511702089803293,0.00792470807209611,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,48,10.0,,9.0,6352,1409,0.9485595975415866,0.11363636363636363,0.9565599173553718,0.07954545454545459,0.8131662559016539,1.4741054159821942,0.006637332960963249,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,49,100.0,,9.0,6352,1409,0.9314978287178757,0.11746280344557558,0.9536157024793388,0.09090909090909091,0.7965142944503898,1.026281166006811,0.003590208012610674,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,50,0.01,,10.0,6352,1409,0.9625780119123893,0.11433046202036024,0.9778925619834711,0.09090909090909091,0.7965142944503898,0.8021268750308082,0.007585334009490907,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,51,0.1,,10.0,6352,1409,0.9612669371870625,0.12878787878787878,0.9685433884297521,0.09545454545454546,0.7901444029710063,1.2025625000242144,0.0061510829254984856,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,52,1.0,,10.0,6352,1409,0.9585617332289219,0.12685982772122162,0.9635847107438016,0.11363636363636363,0.76029895097024,1.882669375045225,0.0040146250976249576,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,53,10.0,,10.0,6352,1409,0.9565980873733418,0.12121212121212122,0.9633780991735537,0.11363636363636363,0.76029895097024,1.6462079579941928,0.01668849994894117,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,54,100.0,,10.0,6352,1409,0.9081120523955293,0.1456538762725137,0.9445247933884297,0.11363636363636363,0.76029895097024,1.0952976250555366,0.009934792062267661,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,55,0.01,,11.0,6352,1409,0.9619076433876746,0.0986687548942835,0.981353305785124,0.06818181818181818,0.8371782455782659,0.7669433330884203,0.01059141696896404,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,56,0.1,,11.0,6352,1409,0.9557378799743718,0.11119812059514489,0.9707128099173553,0.11363636363636363,0.76029895097024,1.3030457081040367,0.008130125002935529,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,57,1.0,,11.0,6352,1409,0.9461450843596497,0.1276429130775254,0.959452479338843,0.11363636363636365,0.76029895097024,2.171222500037402,0.0064015419920906425,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,58,10.0,,11.0,6352,1409,0.9367361951543626,0.14393939393939395,0.9491219008264462,0.13181818181818183,0.7327812284334023,2.437237292062491,0.0052067500073462725,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,59,100.0,,11.0,6352,1409,0.9276713889086636,0.14408770555990602,0.9448863636363636,0.13636363636363635,0.727654059952938,1.125275707920082,0.005727541982196271,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,60,0.01,,12.0,6352,1409,0.9550319166607343,0.110415035238841,0.9720557851239671,0.08863636363636362,0.7997594650502717,0.6310706249205396,0.011925625032745302,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,61,0.1,,12.0,6352,1409,0.9462933959801618,0.12121212121212122,0.9602789256198347,0.09545454545454546,0.7901444029710063,1.3714788750512525,0.011429165955632925,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,62,1.0,,12.0,6352,1409,0.9356327566977527,0.12878787878787878,0.9474690082644628,0.12727272727272732,0.7380129212502182,2.22228837502189,0.002817500033415854,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,63,10.0,,12.0,6352,1409,0.9307117771291615,0.15348472983555206,0.9383780991735537,0.1590909090909091,0.6979094895717656,2.7247644159942865,0.0029189169872552156,[]
unseen_classical_mert_20260919T171142Z,musicgen,Frozen MERT + LR,64,100.0,,12.0,6352,1409,0.9080141667259913,0.12920908379013307,0.9361828512396694,0.12272727272727268,0.7491721345314325,1.2220830420264974,0.005274791968986392,[]
unseen_classical_mert_20260919T171142Z,udio,LogisticRegression,0,0.01,,,6355,1394,0.9154180473514864,0.16798732171156894,0.959508881922675,0.10804597701149421,0.7685990338164251,0.4125870829448104,0.011452959035523236,[]
unseen_classical_mert_20260919T171142Z,udio,LogisticRegression,1,0.1,,,6355,1394,0.9166246458243288,0.15151515151515152,0.9610762800417972,0.11264367816091958,0.7627668941228263,0.9159547080053017,0.0017505839932709932,[]
unseen_classical_mert_20260919T171142Z,udio,LogisticRegression,2,1.0,,,6355,1394,0.9147156989866974,0.15151515151515152,0.959926854754441,0.12873563218390804,0.7375574407917993,1.6633227090351284,0.0038564170245081186,[]
unseen_classical_mert_20260919T171142Z,udio,LogisticRegression,3,10.0,,,6355,1394,0.9128007491715892,0.150554675118859,0.9589341692789969,0.12643678160919536,0.7402224454777422,2.0125517919659615,0.0038614579243585467,[]
unseen_classical_mert_20260919T171142Z,udio,LogisticRegression,4,100.0,,,6355,1394,0.912206454401383,0.15151515151515152,0.958307210031348,0.1218390804597701,0.7514849005295549,2.566975041059777,0.002335791941732168,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,0,0.1,scale,,6355,1394,0.9068638044470058,0.1838351822503962,0.956269592476489,0.12873563218390804,0.7375574407917993,2.4730429579503834,0.6441098330542445,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,1,0.1,0.001,,6355,1394,0.9019473658934831,0.17424242424242425,0.9499477533960292,0.11363636363636363,0.7627668941228263,2.5294069580268115,0.7611890839179978,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,2,0.1,0.01,,6355,1394,0.8616433751140566,0.23851030110935023,0.8948275862068966,0.25,0.5996991475848237,2.9796932499157265,0.7803777499357238,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,3,0.1,0.1,,6355,1394,0.8741415742208136,0.1887816646562123,0.9037878787878788,0.14252873563218393,0.7221198471198471,3.4155414999695495,1.0606317500350997,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,4,1.0,scale,,6355,1394,0.9400122460740528,0.13636363636363635,0.9788401253918495,0.06818181818181818,0.83694878539378,1.2875025420216843,0.43580774997826666,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,5,1.0,0.001,,6355,1394,0.9237381741343708,0.1727416798732171,0.9667189132706374,0.09090909090909091,0.7962017482787963,1.7568810830125585,0.4513991669518873,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,6,1.0,0.01,,6355,1394,0.9378631801373482,0.1590909090909091,0.9792580982236154,0.08965517241379306,0.7994547490385083,2.01045649999287,0.5645975000225008,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,7,1.0,0.1,,6355,1394,0.8748619315180329,0.187797147385103,0.9039968652037618,0.14252873563218393,0.7221198471198471,3.370593292056583,1.099211624939926,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,8,10.0,scale,,6355,1394,0.9468736493300677,0.12121212121212122,0.9814524555903867,0.06818181818181818,0.83694878539378,1.1738636250374839,0.3125399579294026,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,9,10.0,0.001,,6355,1394,0.9335290303990779,0.12123613312202852,0.9697492163009404,0.06818181818181818,0.83694878539378,0.9570116660324857,0.2419277090812102,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,10,10.0,0.01,,6355,1394,0.9420112375738366,0.14393939393939395,0.9840125391849529,0.05977011494252871,0.8522501249773977,2.647936125053093,0.5669506249250844,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,11,10.0,0.1,,6355,1394,0.8748529270518177,0.187797147385103,0.9039707419017764,0.14252873563218393,0.7221198471198471,4.319315916975029,1.114171375054866,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,12,100.0,scale,,6355,1394,0.9469396820823128,0.12878787878787878,0.9819226750261234,0.06818181818181818,0.83694878539378,1.235792167019099,0.3459433749085292,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,13,100.0,0.001,,6355,1394,0.9352578879124045,0.1299524564183835,0.9707419017763845,0.05747126436781613,0.8562178387650086,0.8637082090135664,0.20090895891189575,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,14,100.0,0.01,,6355,1394,0.9420112375738366,0.14393939393939395,0.9840125391849529,0.05977011494252871,0.8522501249773977,3.005195749923587,0.5541179589927197,[]
unseen_classical_mert_20260919T171142Z,udio,RBF-SVM,15,100.0,0.1,,6355,1394,0.8748529270518177,0.187797147385103,0.9039707419017764,0.14252873563218393,0.7221198471198471,3.597142666927539,1.2210667500039563,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,0,0.01,,0.0,6355,1394,0.9143795322479951,0.1782884310618067,0.9400208986415883,0.13636363636363635,0.7297238643367449,1.0514705419773236,0.00660783308558166,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,1,0.1,,0.0,6355,1394,0.9251308649089949,0.16666666666666666,0.9386102403343782,0.1701149425287356,0.6882738119149963,2.664161124965176,0.003334583016112447,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,2,1.0,,0.0,6355,1394,0.9299812707102723,0.15151515151515152,0.932183908045977,0.13636363636363635,0.7297238643367449,5.122847082908265,0.0026106250006705523,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,3,10.0,,0.0,6355,1394,0.9240683378955963,0.1600633914421553,0.9223092998955069,0.16551724137931034,0.6927617423781106,7.810350375017151,0.003427125047892332,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,4,100.0,,0.0,6355,1394,0.9188097296258946,0.17424242424242425,0.9143155694879832,0.18181818181818182,0.671972040522351,9.555865500005893,0.004031750024296343,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,5,0.01,,1.0,6355,1394,0.9443463958123229,0.12878787878787878,0.9642633228840125,0.10114942528735638,0.7835843373493976,0.8435002920450643,0.004185790894553065,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,6,0.1,,1.0,6355,1394,0.941747106564856,0.1354992076069731,0.9538140020898642,0.12413793103448278,0.7487397423473243,1.9349350839620456,0.008736334042623639,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,7,1.0,,1.0,6355,1394,0.9327966671469049,0.1410459587955626,0.9464994775339602,0.11363636363636363,0.7627668941228263,3.2989407079294324,0.007196667022071779,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,8,10.0,,1.0,6355,1394,0.9213039667675167,0.14738510301109353,0.938662486938349,0.11363636363636363,0.7627668941228263,4.986711208010092,0.006128791021183133,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,9,100.0,,1.0,6355,1394,0.9107747442731594,0.15530903328050716,0.9398641588296761,0.11363636363636363,0.7627668941228263,3.569965999922715,0.006139292032457888,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,10,0.01,,2.0,6355,1394,0.9432658598664937,0.13074484944532483,0.9630616509926855,0.09195402298850575,0.7962017482787963,0.9575419160537422,0.006451666937209666,[]
unseen_classical_mert_20260919T171142Z,udio,Frozen MERT + LR,11,0.1,,2.0,6355,1394,0.9419632137540219,0.12121212121212122,0.956269592476489,0.11363636363636363,0.7627668941228263,1.735718792071566,0.0017197920242324471,[]
