segment_id,track_id,original_audio_id,label,score,prediction,run_id,holdout_generator,model,variant,cohort,split,level,threshold
seg_000619,sample_00206,Something Dirty - Ergo Phizmiz,0,0.0656150504946708,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000620,sample_00206,Something Dirty - Ergo Phizmiz,0,0.0391745828092098,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000648,sample_00216,Stuttgart - Portrayal,0,0.0344418175518512,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000649,sample_00216,Stuttgart - Portrayal,0,0.0244048666208982,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000650,sample_00216,Stuttgart - Portrayal,0,0.0270575433969497,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000669,sample_00223,Terve Teille - Чокнутый Пропеллер,0,0.0509516894817352,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000670,sample_00223,Terve Teille - Чокнутый Пропеллер,0,0.1582074761390686,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000671,sample_00223,Terve Teille - Чокнутый Пропеллер,0,0.1223227158188819,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000756,sample_00252,Troubles I've seen - Malaventura,0,0.0483093075454235,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000757,sample_00252,Troubles I've seen - Malaventura,0,0.0731400549411773,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000758,sample_00252,Troubles I've seen - Malaventura,0,0.508108377456665,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000759,sample_00253,Ugh! Humans Can Join - Mystery Mammal,0,0.3415821194648742,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000760,sample_00253,Ugh! Humans Can Join - Mystery Mammal,0,0.0390982329845428,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000761,sample_00253,Ugh! Humans Can Join - Mystery Mammal,0,0.036421176046133,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000810,sample_00270,Where Is Everything - The Moi Non Plus,0,0.0056456117890775,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000811,sample_00270,Where Is Everything - The Moi Non Plus,0,0.0188405718654394,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000812,sample_00270,Where Is Everything - The Moi Non Plus,0,0.0407472401857376,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000813,sample_00271,Who Loves You Dear - Mink Lungs,0,0.0039094421081244,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000814,sample_00271,Who Loves You Dear - Mink Lungs,0,0.0609192214906215,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_000815,sample_00271,Who Loves You Dear - Mink Lungs,0,0.0957770571112632,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006870,sample_02389,Dance Harder - Three Chain Links,1,0.9631031155586244,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006871,sample_02389,Dance Harder - Three Chain Links,1,0.624033510684967,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006872,sample_02389,Dance Harder - Three Chain Links,1,0.8914346098899841,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006873,sample_02390,Dance Harder - Three Chain Links,1,0.4767768383026123,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006874,sample_02390,Dance Harder - Three Chain Links,1,0.4313976168632507,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006875,sample_02390,Dance Harder - Three Chain Links,1,0.8400972485542297,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006906,sample_02401,Fuckaboing - RoccoW,1,0.9686864614486694,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006907,sample_02401,Fuckaboing - RoccoW,1,0.7692314982414246,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006908,sample_02401,Fuckaboing - RoccoW,1,0.8939293622970581,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006909,sample_02402,Fuckaboing - RoccoW,1,0.0561013557016849,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006910,sample_02402,Fuckaboing - RoccoW,1,0.3098911345005035,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006911,sample_02402,Fuckaboing - RoccoW,1,0.0741104409098625,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006954,sample_02417,Night Owl - Broke For Free,1,0.5848374366760254,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006955,sample_02417,Night Owl - Broke For Free,1,0.2833591401576996,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006956,sample_02417,Night Owl - Broke For Free,1,0.3855253756046295,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006957,sample_02418,Night Owl - Broke For Free,1,0.4798228144645691,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006958,sample_02418,Night Owl - Broke For Free,1,0.2164973467588424,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_006959,sample_02418,Night Owl - Broke For Free,1,0.3054879605770111,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007014,sample_02437,Pista Afuera - Epstein,1,0.206930011510849,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007015,sample_02437,Pista Afuera - Epstein,1,0.1030303090810775,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007016,sample_02437,Pista Afuera - Epstein,1,0.7467375993728638,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007017,sample_02438,Pista Afuera - Epstein,1,0.3444603979587555,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007018,sample_02438,Pista Afuera - Epstein,1,0.5235449075698853,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007019,sample_02438,Pista Afuera - Epstein,1,0.7581802606582642,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007026,sample_02441,Realize Me - Jim Rooster,1,0.1582190692424774,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007027,sample_02441,Realize Me - Jim Rooster,1,0.1332876086235046,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007028,sample_02441,Realize Me - Jim Rooster,1,0.5927390456199646,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007029,sample_02442,Realize Me - Jim Rooster,1,0.0538331009447574,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007030,sample_02442,Realize Me - Jim Rooster,1,0.0093396930024027,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007031,sample_02442,Realize Me - Jim Rooster,1,0.7556748986244202,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007032,sample_02443,Resistentialism - Nihilore,1,0.9446346759796144,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007033,sample_02443,Resistentialism - Nihilore,1,0.896106481552124,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007034,sample_02443,Resistentialism - Nihilore,1,0.8661643862724304,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007035,sample_02444,Resistentialism - Nihilore,1,0.5886247754096985,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007036,sample_02444,Resistentialism - Nihilore,1,0.2578497231006622,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007037,sample_02444,Resistentialism - Nihilore,1,0.919284999370575,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007098,sample_02465,Ugh! Humans Can Join - Mystery Mammal,1,0.745880663394928,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007099,sample_02465,Ugh! Humans Can Join - Mystery Mammal,1,0.8586541414260864,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007100,sample_02465,Ugh! Humans Can Join - Mystery Mammal,1,0.8368889093399048,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007101,sample_02466,Ugh! Humans Can Join - Mystery Mammal,1,0.2288742214441299,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007102,sample_02466,Ugh! Humans Can Join - Mystery Mammal,1,0.1488207727670669,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007103,sample_02466,Ugh! Humans Can Join - Mystery Mammal,1,0.8365722894668579,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007152,sample_02483,Different Day - First,1,0.3401742279529571,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007153,sample_02483,Different Day - First,1,0.414913147687912,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007154,sample_02483,Different Day - First,1,0.5463329553604126,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007155,sample_02484,Different Day - First,1,0.2426700592041015,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007156,sample_02484,Different Day - First,1,0.2501592338085174,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007157,sample_02484,Different Day - First,1,0.803305447101593,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007182,sample_02493,"Hungry - Oh Yeah, the Future",1,0.1813126504421234,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007183,sample_02493,"Hungry - Oh Yeah, the Future",1,0.0712366625666618,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007184,sample_02493,"Hungry - Oh Yeah, the Future",1,0.4241805076599121,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007185,sample_02494,"Hungry - Oh Yeah, the Future",1,0.1128651574254036,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007186,sample_02494,"Hungry - Oh Yeah, the Future",1,0.0814744755625724,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007187,sample_02494,"Hungry - Oh Yeah, the Future",1,0.0830787792801857,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007248,sample_02515,Motocross Mania - Monroeville Music Center,1,0.4467560946941376,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007249,sample_02515,Motocross Mania - Monroeville Music Center,1,0.8930904865264893,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
