candidate_order,layer,C,track_eer,track_roc_auc,val_segment_roc_auc,val_segment_eer,val_track_roc_auc,val_track_eer,val_track_macro_f1,fit_sec,convergence_warnings,run_id
24,4,100.0,0.11363636363636363,0.9473931865236214,0.9408649079701712,0.11363636363636363,0.9473931865236214,0.11363636363636363,0.7498576039491172,0.3136442080140114,,mert_binary_20260919T110741Z
25,5,0.01,0.06818181818181818,0.9709203839638623,0.951382602698392,0.09957325746799428,0.9709203839638623,0.06818181818181818,0.8282268578878749,0.19187458406668156,,mert_binary_20260919T110741Z
26,5,0.1,0.09090909090909091,0.9624035384904951,0.9454071296176559,0.10739687055476532,0.9624035384904951,0.09090909090909091,0.7865820734341253,0.4084578329930082,,mert_binary_20260919T110741Z
27,5,1.0,0.11180124223602483,0.9497459062676453,0.9376966679598259,0.12446657183499288,0.9497459062676453,0.11180124223602483,0.7525014128903358,0.3713143749628216,,mert_binary_20260919T110741Z
28,5,10.0,0.1159420289855072,0.9447581404103143,0.9363954265270056,0.14366998577524892,0.9447581404103143,0.1159420289855072,0.7472422062350119,0.33880320901516825,,mert_binary_20260919T110741Z
29,5,100.0,0.1325051759834368,0.9293478260869564,0.9194792879003406,0.15151515151515152,0.9293478260869564,0.1325051759834368,0.7217277170961318,0.23761387495324016,,mert_binary_20260919T110741Z
30,6,0.01,0.06818181818181818,0.9751552795031055,0.9614692443639812,0.08179231863442393,0.9751552795031055,0.06818181818181818,0.8282268578878749,0.17091533297207206,,mert_binary_20260919T110741Z
31,6,0.1,0.08488612836438925,0.9765198569546395,0.9612860468123627,0.08333333333333333,0.9765198569546395,0.08488612836438925,0.7957804090419807,0.28504433296620846,,mert_binary_20260919T110741Z
32,6,1.0,0.10766045548654246,0.9696499153020892,0.9570671149618518,0.08333333333333333,0.9696499153020892,0.10766045548654246,0.7578769193567887,0.4279668750241399,,mert_binary_20260919T110741Z
33,6,10.0,0.11363636363636363,0.9614624505928854,0.9489309884046726,0.096728307254623,0.9614624505928854,0.11363636363636363,0.7498576039491172,0.3143558750161901,,mert_binary_20260919T110741Z
34,6,100.0,0.10351966873706009,0.962403538490495,0.9528805120910384,0.10455192034139404,0.962403538490495,0.10351966873706009,0.7633742336296767,0.23662737500853837,,mert_binary_20260919T110741Z
35,7,0.01,0.06818181818181818,0.9705910031996988,0.9631772921246606,0.096728307254623,0.9705910031996988,0.06818181818181818,0.8282268578878749,0.1944905410055071,,mert_binary_20260919T110741Z
36,7,0.1,0.09090909090909091,0.9659796725014116,0.962616923143239,0.10312944523470835,0.9659796725014116,0.09090909090909091,0.7865820734341253,0.28297454095445573,,mert_binary_20260919T110741Z
37,7,1.0,0.09523809523809523,0.9648503670242801,0.9602569076253287,0.11363636363636363,0.9648503670242801,0.09523809523809523,0.7806360306360307,0.47202170896343887,,mert_binary_20260919T110741Z
38,7,10.0,0.11363636363636363,0.9558394504046679,0.955194728221044,0.11363636363636363,0.9558394504046679,0.11363636363636363,0.7498576039491172,0.32955820800270885,,mert_binary_20260919T110741Z
39,7,100.0,0.11363636363636363,0.959862601166949,0.946754170438381,0.11363636363636363,0.959862601166949,0.11363636363636363,0.7498576039491172,0.26316058298107237,,mert_binary_20260919T110741Z
40,8,0.01,0.06211180124223603,0.9732260493130058,0.9633604896762791,0.08392603129445231,0.9732260493130058,0.06211180124223603,0.8389498541464092,0.20521849999204278,,mert_binary_20260919T110741Z
41,8,0.1,0.09090909090909091,0.9669678147939017,0.9597288676236045,0.09090909090909091,0.9669678147939017,0.09090909090909091,0.7865820734341253,0.3561404999345541,,mert_binary_20260919T110741Z
42,8,1.0,0.11363636363636363,0.9506399397703745,0.948586145954567,0.12660028449502136,0.9506399397703745,0.11363636363636363,0.7498576039491172,0.41304070805199444,,mert_binary_20260919T110741Z
43,8,10.0,0.10144927536231885,0.9467579521927347,0.9438283977757662,0.12802275960170695,0.9467579521927347,0.10144927536231885,0.771978806952234,0.341550457989797,,mert_binary_20260919T110741Z
44,8,100.0,0.11363636363636363,0.9521927348014304,0.9394154920470711,0.12375533428165009,0.9521927348014304,0.11363636363636363,0.7498576039491172,0.25549374998081475,,mert_binary_20260919T110741Z
45,9,0.01,0.06818181818181818,0.979107848673066,0.9704674770464244,0.09090909090909091,0.979107848673066,0.06818181818181818,0.8282268578878749,0.18629554193466902,,mert_binary_20260919T110741Z
46,9,0.1,0.07867494824016563,0.9687088274044796,0.9639855166170955,0.09090909090909091,0.9687088274044796,0.07867494824016563,0.811313999283924,0.31635037495289,,mert_binary_20260919T110741Z
47,9,1.0,0.07453416149068326,0.9590626764539808,0.9531445320919005,0.09848484848484848,0.9590626764539808,0.07453416149068326,0.8179426536632032,0.46563508303370327,,mert_binary_20260919T110741Z
48,9,10.0,0.06818181818181818,0.9555806512328251,0.9456280443122549,0.10606060606060606,0.9555806512328251,0.06818181818181818,0.8282268578878749,0.4404953750781715,,mert_binary_20260919T110741Z
49,9,100.0,0.06818181818181818,0.9552042160737813,0.934673908358119,0.11363636363636363,0.9552042160737813,0.06818181818181818,0.8282268578878749,0.3013197910040617,,mert_binary_20260919T110741Z
50,10,0.01,0.06818181818181818,0.9770374552983249,0.9625899823268245,0.09848484848484848,0.9770374552983249,0.06818181818181818,0.8282268578878749,0.21765433298423886,,mert_binary_20260919T110741Z
51,10,0.1,0.09090909090909091,0.9702616224355356,0.9611890598732703,0.12091038406827881,0.9702616224355356,0.09090909090909091,0.7865820734341253,0.28259658301249146,,mert_binary_20260919T110741Z
52,10,1.0,0.11363636363636363,0.9632975719932242,0.9586566231303074,0.12121212121212122,0.9632975719932242,0.11363636363636363,0.7498576039491172,0.37230375001672655,,mert_binary_20260919T110741Z
53,10,10.0,0.11363636363636363,0.9592038396386222,0.9519941592310013,0.12878787878787878,0.9592038396386222,0.11363636363636363,0.7498576039491172,0.2797005409374833,,mert_binary_20260919T110741Z
54,10,100.0,0.11363636363636363,0.9404526632787502,0.9116395103237208,0.15151515151515152,0.9404526632787502,0.11363636363636363,0.7498576039491172,0.20163983397651464,,mert_binary_20260919T110741Z
55,11,0.01,0.06818181818181818,0.9779785431959346,0.961803310487521,0.09848484848484848,0.9779785431959346,0.06818181818181818,0.8282268578878749,0.16274229099508375,,mert_binary_20260919T110741Z
56,11,0.1,0.09090909090909091,0.9677206851119895,0.9551758696495538,0.10526315789473684,0.9677206851119895,0.09090909090909091,0.7865820734341253,0.2796287080273032,,mert_binary_20260919T110741Z
57,11,1.0,0.0993788819875776,0.9581215885563712,0.9476809345230398,0.11363636363636363,0.9581215885563712,0.0993788819875776,0.7748307368697824,0.42313220899086446,,mert_binary_20260919T110741Z
58,11,10.0,0.13636363636363635,0.9509693205345378,0.9356545540756067,0.1330014224751067,0.9509693205345378,0.13636363636363635,0.7170216574190085,0.3787969999248162,,mert_binary_20260919T110741Z
59,11,100.0,0.13636363636363635,0.9449934123847167,0.9296575283417389,0.15151515151515152,0.9449934123847167,0.13636363636363635,0.7170216574190085,0.24397220800165087,,mert_binary_20260919T110741Z
60,12,0.01,0.06818181818181818,0.9724731789949181,0.9564313116944695,0.10606060606060606,0.9724731789949181,0.06818181818181818,0.8282268578878749,0.1610817500622943,,mert_binary_20260919T110741Z
61,12,0.1,0.10766045548654246,0.9605213626952758,0.9475462304409673,0.11363636363636363,0.9605213626952758,0.10766045548654246,0.7578769193567887,0.26777483301702887,,mert_binary_20260919T110741Z
62,12,1.0,0.12215320910973082,0.94824016563147,0.9376104573472994,0.12121212121212122,0.94824016563147,0.12215320910973082,0.739560168025698,0.4183537920471281,,mert_binary_20260919T110741Z
63,12,10.0,0.1366459627329193,0.9374647092038395,0.9314544807965861,0.1337126600284495,0.9374647092038395,0.1366459627329193,0.7170216574190085,0.5502547500655055,,mert_binary_20260919T110741Z
64,12,100.0,0.13636363636363635,0.9344061735366083,0.9087245139876718,0.1337126600284495,0.9344061735366083,0.13636363636363635,0.7170216574190085,0.34846645791549236,,mert_binary_20260919T110741Z
