track_id,original_audio_id,label,score,n_segments,prediction,run_id,model,variant,split,threshold
sample_00156,Norweigian Wood II - Bird Names,0,0.09191597895158359,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00160,Nuo Maisemat - Paavoharju,0,0.5047377372562455,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00179,Redlight - Room For A Ghost,0,0.0572848567061806,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00185,Roller Star - Monroeville Music Center,0,0.039100770179849226,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00187,"Roundtrip - Oh Yeah, the Future",0,0.06734173603920589,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00190,SD (Ill Mix) - H-LR,0,0.3802999757121654,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00192,Scramby Eggs - Andy G. Cohen,0,0.26038342413950394,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.4301282661713812,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00205,Soleares&beats - Malaventura,0,0.4671969771010797,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,0.09374074193892046,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00215,Sturgeon's Law - Nihilore,0,0.2185623592325391,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00242,The Stairway - WarpToken,0,0.5471066227702304,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00243,The girl just faded - Los Llamarada,0,0.08241479203168268,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00245,Three Bird - My brother Daniel,0,0.6137157229376294,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00246,Time Is Love - Silence is full of birds,0,0.08356654825648958,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00248,Timen Passing By - Jason Shaw,0,0.38318334471883614,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,0.1496248393184587,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00261,Voxel - Andy G. Cohen,0,0.1923216119713189,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00267,Westside Chillers - Little Glass Men,0,0.4962078084553043,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00273,Windows of the Skull - Sarin,0,0.10378098851245217,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00286,mystery team 2090 - Jesse Futerman,0,0.6210331462382673,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00290,some dextromethorphan - Jeva,0,0.03630445396750291,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,0.11249990647974589,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,0.06722222529357023,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00299,2 (Wasn't There) - Isle of Pine,1,0.5553667617776453,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00306,Agora - Malaventura,1,0.9631808671435783,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00323,Beyond Luxury - Mors Ontologica,1,0.882834041406838,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00338,CopperNickle - UncleBibby,1,0.8019764554591569,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00343,Daylight Savings - My brother Daniel,1,0.9177542942088479,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00355,Empty Pockets - Pete Prodoehl,1,0.8789378789712794,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00361,Evil Cannot Create - Caleb Lemond,1,0.8946657707272543,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00363,Fear - Los Fancy Free,1,0.9171276675098939,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.870380314979287,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.5256443676906445,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00387,If You're Ther - Nicola Ratti,1,0.9543001061471891,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00397,I Fell - Mod Fun,1,0.9878834565125834,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,0.9724122601354397,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00425,Lights Up - Pipe Choir,1,0.675761400847828,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00431,Loved Ones - Rowan Box,1,0.982880818070594,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00435,March of the GPA Mechanics - [t]ghost,1,0.8386934039045357,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00442,Morning Bell - Nihilore,1,0.8756064645815846,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00447,mystery team 2090 - Jesse Futerman,1,0.8725408944081444,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00448,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,1,0.8945434758535029,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00452,New Life (take 1) - Bird Names,1,0.9778105903005682,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00454,Night Drive - Decktonic,1,0.9918910466382518,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00457,Norweigian Wood II - Bird Names,1,0.943899158820899,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00461,Nuo Maisemat - Paavoharju,1,0.9522339891256658,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00482,Redlight - Room For A Ghost,1,0.7577048693996759,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00488,Roller Star - Monroeville Music Center,1,0.983976601501875,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00490,"Roundtrip - Oh Yeah, the Future",1,0.6289605637330992,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00494,Scramby Eggs - Andy G. Cohen,1,0.6043387794494718,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00495,SD (Ill Mix) - H-LR,1,0.7312381627587815,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00503,Shipwrecked Crew - Pete Prodoehl,1,0.8148936622210449,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00509,Soleares&beats - Malaventura,1,0.6763361881009926,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00511,some dextromethorphan - Jeva,1,0.9602378803673476,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00516,Stockholm Syndrome / People Should Be More Aware - Bird Names,1,0.7767967943929769,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00520,Sturgeon's Law - Nihilore,1,0.8572173794371265,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00539,The girl just faded - Los Llamarada,1,0.9554861600407709,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00548,The Stairway - WarpToken,1,0.947851084289746,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00549,Three Bird - My brother Daniel,1,0.9127331307332488,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00550,Timen Passing By - Jason Shaw,1,0.8532121692966506,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00551,Time Is Love - Silence is full of birds,1,0.846149799133956,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00560,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,1,0.9361584088283598,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00565,Voxel - Andy G. Cohen,1,0.8329700430558029,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00567,Westside Chillers - Little Glass Men,1,0.8536602628526544,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00586,В Наших Сердцах - Чокнутый Пропеллер,1,0.4269368783227477,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00589,Новый Нью-Йорк 2 - Чокнутый Пропеллер,1,0.8324305702754078,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00595,Daylight Savings - My brother Daniel,1,0.9942217201551525,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00596,Three Bird - My brother Daniel,1,0.9908976754091863,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00609,Timen Passing By - Jason Shaw,1,0.9892021806776677,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00610,Night Drive - Decktonic,1,0.9577201229680571,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00615,Sturgeon's Law - Nihilore,1,0.9494088361080913,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00617,mystery team 2090 - Jesse Futerman,1,0.9738820594742665,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00625,Loved Ones - Rowan Box,1,0.9286241746436308,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00639,CopperNickle - UncleBibby,1,0.9730589529490952,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00651,Nuo Maisemat - Paavoharju,1,0.9878004332346405,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00662,SD (Ill Mix) - H-LR,1,0.9439418532220681,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00666,Kumorizoranohajimarutokoro - Hosomi,1,0.9007294153141152,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00673,some dextromethorphan - Jeva,1,0.9324618255563291,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00676,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.99211788772485,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00681,Westside Chillers - Little Glass Men,1,0.8220900714546205,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00692,If You're Ther - Nicola Ratti,1,0.9960406715673996,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00693,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,1,0.8929451389555028,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00700,The Stairway - WarpToken,1,0.9937855634821787,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00704,Soleares&beats - Malaventura,1,0.9789916055862947,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00728,Evil Cannot Create - Caleb Lemond,1,0.9651779500868244,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00732,Norweigian Wood II - Bird Names,1,0.9906477903370846,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00738,Roller Star - Monroeville Music Center,1,0.9965233331326524,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00743,Time Is Love - Silence is full of birds,1,0.9942705867725182,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00744,Stockholm Syndrome / People Should Be More Aware - Bird Names,1,0.8694612710147136,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00748,"Roundtrip - Oh Yeah, the Future",1,0.994376114437226,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00749,New Life (take 1) - Bird Names,1,0.99583832889413,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00751,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,1,0.9707060280427936,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00760,Agora - Malaventura,1,0.982886638671418,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00768,Empty Pockets - Pete Prodoehl,1,0.9927049601426177,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00770,Windows of the Skull - Sarin,1,0.9634165920913111,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00773,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.9851984491746935,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00781,Voxel - Andy G. Cohen,1,0.9923783802123491,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00788,Scramby Eggs - Andy G. Cohen,1,0.9886147692600415,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00802,I Fell - Mod Fun,1,0.9838384404444719,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00803,Новый Нью-Йорк 2 - Чокнутый Пропеллер,1,0.9924872990838115,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00807,March of the GPA Mechanics - [t]ghost,1,0.9691572104020576,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00812,2 (Wasn't There) - Isle of Pine,1,0.9954072238664553,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00813,The girl just faded - Los Llamarada,1,0.8301865258697506,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00819,В Наших Сердцах - Чокнутый Пропеллер,1,0.9944329836625977,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00820,Lights Up - Pipe Choir,1,0.9951624606587003,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00822,Beyond Luxury - Mors Ontologica,1,0.9950528267049426,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00843,Fear - Los Fancy Free,1,0.9893050752529495,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00874,Redlight - Room For A Ghost,1,0.924406138679814,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00875,Shipwrecked Crew - Pete Prodoehl,1,0.9943460867466355,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00880,Morning Bell - Nihilore,1,0.9764509544495645,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00898,CopperNickle - UncleBibby,1,0.8409437372144167,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00899,CopperNickle - UncleBibby,1,0.6654942887056046,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00922,mystery team 2090 - Jesse Futerman,1,0.9360102016915691,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00923,mystery team 2090 - Jesse Futerman,1,0.8372487622456785,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00924,Night Drive - Decktonic,1,0.8709763455461285,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00925,Night Drive - Decktonic,1,0.8338907328814735,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00930,Nuo Maisemat - Paavoharju,1,0.9724615693326707,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00931,Nuo Maisemat - Paavoharju,1,0.9775929451517581,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00958,SD (Ill Mix) - H-LR,1,0.8622469084220331,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00959,SD (Ill Mix) - H-LR,1,0.9074023027903136,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00994,Evil Cannot Create - Caleb Lemond,1,0.9828085407732755,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_00995,Evil Cannot Create - Caleb Lemond,1,0.9800371197410733,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01030,New Life (take 1) - Bird Names,1,0.881840707254575,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01031,New Life (take 1) - Bird Names,1,0.7851194198066174,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01032,Norweigian Wood II - Bird Names,1,0.6935171814409441,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01033,Norweigian Wood II - Bird Names,1,0.8792529939346623,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01040,Roller Star - Monroeville Music Center,1,0.9178449862671089,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01041,Roller Star - Monroeville Music Center,1,0.9133517825421955,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01042,"Roundtrip - Oh Yeah, the Future",1,0.8284336627430665,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01043,"Roundtrip - Oh Yeah, the Future",1,0.6892441538874893,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01048,Soleares&beats - Malaventura,1,0.9335117837095405,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01049,Soleares&beats - Malaventura,1,0.6119084053372834,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01054,Stockholm Syndrome / People Should Be More Aware - Bird Names,1,0.5753411338115,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01055,Stockholm Syndrome / People Should Be More Aware - Bird Names,1,0.8503155943464202,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01068,Time Is Love - Silence is full of birds,1,0.8638008100226634,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01069,Time Is Love - Silence is full of birds,1,0.9059848620839196,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01082,2 (Wasn't There) - Isle of Pine,1,0.7301035635735208,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01083,2 (Wasn't There) - Isle of Pine,1,0.917382833486953,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01092,Empty Pockets - Pete Prodoehl,1,0.7695520064497487,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01093,Empty Pockets - Pete Prodoehl,1,0.8276649290006516,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01098,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.7866119154780983,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01099,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.7611364531156198,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01104,I Fell - Mod Fun,1,0.8412059867546077,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01105,I Fell - Mod Fun,1,0.8432688448857193,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01120,March of the GPA Mechanics - [t]ghost,1,0.6790168414026999,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01121,March of the GPA Mechanics - [t]ghost,1,0.806818630380041,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01140,Scramby Eggs - Andy G. Cohen,1,0.6130773255052121,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01141,Scramby Eggs - Andy G. Cohen,1,0.698149553321902,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01158,The girl just faded - Los Llamarada,1,0.7703547672620105,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01159,The girl just faded - Los Llamarada,1,0.8006783054123874,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01164,Voxel - Andy G. Cohen,1,0.4775701484015283,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01165,Voxel - Andy G. Cohen,1,0.5262798581863766,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01172,Windows of the Skull - Sarin,1,0.9244939104794704,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01173,Windows of the Skull - Sarin,1,0.8901728217690632,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01178,Новый Нью-Йорк 2 - Чокнутый Пропеллер,1,0.6207962965414046,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01179,Новый Нью-Йорк 2 - Чокнутый Пропеллер,1,0.5037550547903632,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01199,CopperNickle - UncleBibby,1,0.5369743002300482,3,0,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01202,Daylight Savings - My brother Daniel,1,0.6919839744280609,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01211,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.7974213745717221,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01219,If You're Ther - Nicola Ratti,1,0.9686404517708104,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01227,Kumorizoranohajimarutokoro - Hosomi,1,0.9037538057899348,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01236,Loved Ones - Rowan Box,1,0.8220314279238403,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01237,Morning Bell - Nihilore,1,0.6504120945950548,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01238,mystery team 2090 - Jesse Futerman,1,0.9134390016199223,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01239,Night Drive - Decktonic,1,0.9717611616044429,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01243,Nuo Maisemat - Paavoharju,1,0.992409764728634,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
sample_01260,SD (Ill Mix) - H-LR,1,0.9178393866648462,3,1,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5634561570614823
