segment_id,track_id,original_audio_id,label,score,run_id,model,variant,split,threshold,prediction
seg_000195,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.02667532207965295,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000196,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.4026289183924799,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000197,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.014830093011026274,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000201,sample_00067,Fear - Los Fancy Free,0,0.05066747228591389,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000202,sample_00067,Fear - Los Fancy Free,0,0.5817312240512532,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000203,sample_00067,Fear - Los Fancy Free,0,0.02074990953446771,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000204,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.9334362583999408,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000205,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.8000120422983555,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000206,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.9379669002229439,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000240,sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,0.49004451468133703,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000241,sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,0.5958702183573921,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000242,sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,0.2138471133352323,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000285,sample_00095,I Fell - Mod Fun,0,0.10762674583297592,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000286,sample_00095,I Fell - Mod Fun,0,0.23245285456765546,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000287,sample_00095,I Fell - Mod Fun,0,0.10746576527312865,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000297,sample_00099,If You're Ther - Nicola Ratti,0,0.41756145987922316,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000298,sample_00099,If You're Ther - Nicola Ratti,0,0.15406241981926916,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000299,sample_00099,If You're Ther - Nicola Ratti,0,0.08229852406939982,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000342,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,0.01738455948743692,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000343,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,0.04628179662601215,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000344,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,0.0034928051304820916,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000384,sample_00128,Lights Up - Pipe Choir,0,0.011913072377756233,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000385,sample_00128,Lights Up - Pipe Choir,0,0.19496828335394753,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000386,sample_00128,Lights Up - Pipe Choir,0,0.02753060327102927,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000399,sample_00133,Loved Ones - Rowan Box,0,0.2701700790825142,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000400,sample_00133,Loved Ones - Rowan Box,0,0.8486541630944231,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000401,sample_00133,Loved Ones - Rowan Box,0,0.48576514778654784,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000408,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.11197528244201747,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000409,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.5973949885120664,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000410,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.30118314428643844,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000426,sample_00142,Morning Bell - Nihilore,0,0.03854784314286159,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000427,sample_00142,Morning Bell - Nihilore,0,0.1562595928977461,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000428,sample_00142,Morning Bell - Nihilore,0,0.010035202275427705,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000441,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,0.07212401286931296,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000442,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,0.03515243137266026,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000443,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,0.007362342242207986,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000453,sample_00151,New Life (take 1) - Bird Names,0,0.0032547046216601884,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000454,sample_00151,New Life (take 1) - Bird Names,0,0.07571407969972795,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000455,sample_00151,New Life (take 1) - Bird Names,0,0.042001523685236256,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000459,sample_00153,Night Drive - Decktonic,0,0.0017796235485154064,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000460,sample_00153,Night Drive - Decktonic,0,0.001053907989976824,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000461,sample_00153,Night Drive - Decktonic,0,0.003832231649420376,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000468,sample_00156,Norweigian Wood II - Bird Names,0,0.016169244690976164,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000469,sample_00156,Norweigian Wood II - Bird Names,0,0.18496572945051318,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000470,sample_00156,Norweigian Wood II - Bird Names,0,0.0746129627132614,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000480,sample_00160,Nuo Maisemat - Paavoharju,0,0.6570162617353915,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000481,sample_00160,Nuo Maisemat - Paavoharju,0,0.6567308758547523,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000482,sample_00160,Nuo Maisemat - Paavoharju,0,0.2004660741785925,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000537,sample_00179,Redlight - Room For A Ghost,0,0.018312657897218976,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000538,sample_00179,Redlight - Room For A Ghost,0,0.11972879025092197,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000539,sample_00179,Redlight - Room For A Ghost,0,0.033813121970400865,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000555,sample_00185,Roller Star - Monroeville Music Center,0,0.0059841435540547135,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000556,sample_00185,Roller Star - Monroeville Music Center,0,0.0639862288382559,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000557,sample_00185,Roller Star - Monroeville Music Center,0,0.04733193814723707,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000561,sample_00187,"Roundtrip - Oh Yeah, the Future",0,0.014344952455366915,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000562,sample_00187,"Roundtrip - Oh Yeah, the Future",0,0.17983495683845374,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000563,sample_00187,"Roundtrip - Oh Yeah, the Future",0,0.007845298823797028,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000570,sample_00190,SD (Ill Mix) - H-LR,0,0.008111575965139851,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000571,sample_00190,SD (Ill Mix) - H-LR,0,0.6940250338812902,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000572,sample_00190,SD (Ill Mix) - H-LR,0,0.43876331729006607,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000576,sample_00192,Scramby Eggs - Andy G. Cohen,0,0.07571726506205273,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000577,sample_00192,Scramby Eggs - Andy G. Cohen,0,0.6212118102038311,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000578,sample_00192,Scramby Eggs - Andy G. Cohen,0,0.08422119715262787,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000600,sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.09184216565991997,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000601,sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.5860620023253241,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000602,sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.6124806305288997,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000615,sample_00205,Soleares&beats - Malaventura,0,0.36714738982822676,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000616,sample_00205,Soleares&beats - Malaventura,0,0.8652776902645586,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000617,sample_00205,Soleares&beats - Malaventura,0,0.16916585121045388,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000633,sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,0.022083117736621225,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000634,sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,0.2448344576881596,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000635,sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,0.014304650391980553,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000645,sample_00215,Sturgeon's Law - Nihilore,0,0.05645551302418686,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000646,sample_00215,Sturgeon's Law - Nihilore,0,0.23061309036397212,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000647,sample_00215,Sturgeon's Law - Nihilore,0,0.3686184743094584,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000726,sample_00242,The Stairway - WarpToken,0,0.3842675876886184,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000727,sample_00242,The Stairway - WarpToken,0,0.975148392176914,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000728,sample_00242,The Stairway - WarpToken,0,0.2819038884451588,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000729,sample_00243,The girl just faded - Los Llamarada,0,0.02897695589532591,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000730,sample_00243,The girl just faded - Los Llamarada,0,0.17043737304074033,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000731,sample_00243,The girl just faded - Los Llamarada,0,0.04783004715898184,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000735,sample_00245,Three Bird - My brother Daniel,0,0.8588182851933703,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000736,sample_00245,Three Bird - My brother Daniel,0,0.9672766107260097,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000737,sample_00245,Three Bird - My brother Daniel,0,0.015052272893508247,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000738,sample_00246,Time Is Love - Silence is full of birds,0,0.0716716226256732,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000739,sample_00246,Time Is Love - Silence is full of birds,0,0.1616953648397229,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000740,sample_00246,Time Is Love - Silence is full of birds,0,0.01733265730407268,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000744,sample_00248,Timen Passing By - Jason Shaw,0,0.11023431444413029,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000745,sample_00248,Timen Passing By - Jason Shaw,0,0.5662702440005309,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000746,sample_00248,Timen Passing By - Jason Shaw,0,0.4730454757118472,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000765,sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,0.04585551776659885,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000766,sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,0.21022462455500657,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000767,sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,0.19279437563377075,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000783,sample_00261,Voxel - Andy G. Cohen,0,0.03953000001821649,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000784,sample_00261,Voxel - Andy G. Cohen,0,0.39920978582211586,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000785,sample_00261,Voxel - Andy G. Cohen,0,0.13822505007362432,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000801,sample_00267,Westside Chillers - Little Glass Men,0,0.190391277929508,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000802,sample_00267,Westside Chillers - Little Glass Men,0,0.5626017015032798,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000803,sample_00267,Westside Chillers - Little Glass Men,0,0.7356304459331251,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000819,sample_00273,Windows of the Skull - Sarin,0,0.02825394955537447,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000820,sample_00273,Windows of the Skull - Sarin,0,0.251187590940847,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000821,sample_00273,Windows of the Skull - Sarin,0,0.03190142504113503,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000858,sample_00286,mystery team 2090 - Jesse Futerman,0,0.7036575975726991,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000859,sample_00286,mystery team 2090 - Jesse Futerman,0,0.8699751834511055,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000860,sample_00286,mystery team 2090 - Jesse Futerman,0,0.2894666576909973,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000870,sample_00290,some dextromethorphan - Jeva,0,0.018581718449455775,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000871,sample_00290,some dextromethorphan - Jeva,0,0.08954030942310054,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000872,sample_00290,some dextromethorphan - Jeva,0,0.0007913340299524177,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000876,sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,0.03026416665327509,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000877,sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,0.10352565864972765,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000878,sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,0.20370989413623494,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000885,sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,0.034773800088439576,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000886,sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,0.09345047664025426,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000887,sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,0.07344239915201688,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000897,sample_00299,2 (Wasn't There) - Isle of Pine,1,0.6164507213202434,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000898,sample_00299,2 (Wasn't There) - Isle of Pine,1,0.09108357390969736,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_000899,sample_00299,2 (Wasn't There) - Isle of Pine,1,0.9585659901029955,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000918,sample_00306,Agora - Malaventura,1,0.9903823139444093,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000919,sample_00306,Agora - Malaventura,1,0.9150528138115788,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000920,sample_00306,Agora - Malaventura,1,0.9841074736747472,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000969,sample_00323,Beyond Luxury - Mors Ontologica,1,0.7707697279565174,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000970,sample_00323,Beyond Luxury - Mors Ontologica,1,0.8912924592473886,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_000971,sample_00323,Beyond Luxury - Mors Ontologica,1,0.9864399370166078,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001014,sample_00338,CopperNickle - UncleBibby,1,0.545481008540193,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_001015,sample_00338,CopperNickle - UncleBibby,1,0.8879112376283834,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001016,sample_00338,CopperNickle - UncleBibby,1,0.9725371202088942,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001029,sample_00343,Daylight Savings - My brother Daniel,1,0.8479282855076785,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001030,sample_00343,Daylight Savings - My brother Daniel,1,0.9183662379452339,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001031,sample_00343,Daylight Savings - My brother Daniel,1,0.9869683591736312,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001065,sample_00355,Empty Pockets - Pete Prodoehl,1,0.9460935278120921,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001066,sample_00355,Empty Pockets - Pete Prodoehl,1,0.9402949487022125,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001067,sample_00355,Empty Pockets - Pete Prodoehl,1,0.7504251603995337,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001083,sample_00361,Evil Cannot Create - Caleb Lemond,1,0.9206600050212256,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001084,sample_00361,Evil Cannot Create - Caleb Lemond,1,0.812607197838886,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001085,sample_00361,Evil Cannot Create - Caleb Lemond,1,0.9507301093216514,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001089,sample_00363,Fear - Los Fancy Free,1,0.8563469327593244,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001090,sample_00363,Fear - Los Fancy Free,1,0.909391926306219,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001091,sample_00363,Fear - Los Fancy Free,1,0.9856441434641383,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001092,sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.9378172215295231,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001093,sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.677793975243655,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001094,sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.995529748164683,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001128,sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.8628173629278164,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001129,sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.5740183909466797,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001130,sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.1400973491974372,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_001161,sample_00387,If You're Ther - Nicola Ratti,1,0.9519148140809285,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001162,sample_00387,If You're Ther - Nicola Ratti,1,0.9832296797027988,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001163,sample_00387,If You're Ther - Nicola Ratti,1,0.9277558246578399,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001191,sample_00397,I Fell - Mod Fun,1,0.9941893006567981,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001192,sample_00397,I Fell - Mod Fun,1,0.9946799422782768,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001193,sample_00397,I Fell - Mod Fun,1,0.9747811266026749,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001239,sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,0.9892377799289497,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001240,sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,0.9334722347643172,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001241,sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,0.9945267657130524,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001275,sample_00425,Lights Up - Pipe Choir,1,0.9592924331656848,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001276,sample_00425,Lights Up - Pipe Choir,1,0.10489821625723977,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,0
seg_001277,sample_00425,Lights Up - Pipe Choir,1,0.9630935531205597,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001293,sample_00431,Loved Ones - Rowan Box,1,0.9719138664247892,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001294,sample_00431,Loved Ones - Rowan Box,1,0.9892657194458438,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001295,sample_00431,Loved Ones - Rowan Box,1,0.9874628683411489,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
seg_001305,sample_00435,March of the GPA Mechanics - [t]ghost,1,0.9862980434873674,classical_20260919T110356Z,LogisticRegression,optimized,val,0.5676900245181252,1
